Study	Method	Genus	Species	Calibration material	Wood porosity	Diameter	k	SFD	Granier
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	1.545519341	74.33246426	73.21500616
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	1.534830033	73.95486829	72.59215303
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	1.524448308	72.98390722	71.98818086
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	1.494534142	72.71419581	70.25320668
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	1.510363136	72.36357098	71.1702739
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	1.451094221	71.87809044	67.74804403
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	1.499161874	71.41958105	70.52108758
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	1.482796588	71.31169648	69.57462668
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	1.489985851	70.69136024	69.99011091
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	1.509101809	70.34073541	71.09711607
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	1.453816772	69.74737031	67.90454942
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	1.472435647	69.12703407	68.97666231
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	1.468488948	69.04612065	68.74914033
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	1.489536144	69.01914951	69.9641077
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	1.471331622	68.23698642	68.91300255
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	1.489174138	68.0212173	69.94317694
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	1.454983795	67.58967904	67.97165628
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	1.457248988	67.15814079	68.10194624
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	1.455855285	66.72660254	68.02177732
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	1.464328755	66.45689113	68.5094636
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	1.443833792	66.05232401	67.33101136
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	1.459993462	66.05232401	68.25986633
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	1.439101414	65.53987234	67.05944821
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	1.423345089	66.02535287	66.15677514
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	1.417211186	65.21621865	65.80598885
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	1.417301679	65.10833408	65.81116144
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	1.401469191	64.70376697	64.90734101
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	1.391858715	64.16434415	64.35986075
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	1.392331347	63.75977704	64.38676479
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	1.391505918	63.43612335	64.33977952
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	1.405043953	63.24732536	65.11120632
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	1.395464137	62.81578711	64.5651489
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	1.398633283	62.49213342	64.74569729
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	1.392503966	62.22242201	64.39659148
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	1.371895736	62.16847973	63.22542306
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	1.375416632	61.57511463	63.42522998
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	1.366815031	61.38631664	62.93730748
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	1.36348348	60.81992268	62.74851681
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	1.352039356	60.55021127	62.10081955
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	1.351636605	60.1726153	62.07804824
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	1.350400659	60.1726153	62.00817843
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	1.343880592	59.22862537	61.63983416
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	1.346824803	59.47136564	61.80611325
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	1.338179149	59.41742336	61.31807532
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	1.336659096	58.82405826	61.23234507
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	1.345034977	58.50040457	61.70501992
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	1.350987684	58.14977974	62.04136195
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	1.347766418	58.12280859	61.85931018
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	1.332580776	56.58545356	61.00244113
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	1.319215765	58.17675088	60.25016659
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	1.336297187	57.96098175	61.21193692
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	1.331348537	57.71824148	60.93300903
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	1.351579509	57.47550121	62.07482023
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	1.318946901	57.23276095	60.23505106
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	1.331378072	56.96304954	60.93467303
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	1.317473638	56.50454014	60.15223699
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	1.320647348	56.55848242	60.33066206
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	1.328591804	56.39665558	60.77773114
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	1.320676612	56.04603075	60.33230775
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	1.322668315	55.85723276	60.44433188
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	1.311371356	55.61449249	59.8094475
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	1.306057989	55.1559831	59.51127439
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	1.283263415	55.58752135	58.23528807
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	1.312909535	54.77838713	59.89581849
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	1.297273679	54.88627169	59.01893523
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	1.307081396	54.37382001	59.56868371
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	1.297267944	54.26593545	59.01861402
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	1.291683801	53.8343972	58.70603652
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	1.296150085	53.72651263	58.95601589
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	1.298572055	53.5107435	59.09165764
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	1.290140949	53.16011867	58.61972897
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	1.285976241	53.18708981	58.38687309
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	1.297481608	52.72858042	59.03058022
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	1.296551242	52.72858042	58.97847857
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	1.288217439	52.59372471	58.51216063
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	1.290292005	52.56675357	58.62817805
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	1.29081373	52.1891576	58.65736161
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	1.278724346	51.83853277	57.98182326
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	1.279002305	51.78459049	57.99733874
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	1.268280413	51.43396566	57.39941663
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	1.26701045	51.19122539	57.32867238
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	1.266789853	51.19122539	57.31638555
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	1.249985563	50.81362942	56.38187489
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	1.226406282	48.62896701	55.07548968
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	1.185678121	45.55425695	52.83267503
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	1.174538296	39.10815427	52.22229606
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	1.133355036	41.53555695	49.97743719
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	1.050050936	38.08325092	45.49455517
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	0.996829821	35.44007912	42.67287856
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	0.958113083	32.50022476	40.64185354
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	0.821223382	30.29398544	33.61640986
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	0.777412439	28.51389014	31.42255106
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	0.734386643	26.50723726	29.29563074
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	0.692601381	24.40348827	27.25740265
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	0.655256792	22.97941203	25.45962818
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	0.629462141	21.19931673	24.23154232
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	0.594334733	19.77524049	22.5778072
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	0.560985689	18.0922413	21.02853928
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	0.533335786	16.82999191	19.76001887
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	0.451352805	13.23743594	16.09010351
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	0.424209574	13.14033984	14.9073695
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	0.39945403	12.78432078	13.84379313
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	0.377147853	11.45734065	12.89838368
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	0.352195437	11.45734065	11.85605562
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	0.33884543	11.10132159	11.30528389
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	0.320702174	10.4540142	10.56479092
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	0.301299642	10.00089904	9.783556497
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	0.282999903	9.450687764	9.05729223
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	0.26898533	8.738649645	8.508350308
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	0.251942228	8.026611526	7.849661883
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	0.240543694	8.058976895	7.414796661
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	0.228317689	7.508765621	6.953631326
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	0.21410657	7.314573406	6.424731541
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	0.201381597	6.50543918	5.957963146
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	0.189209841	6.50543918	5.517815603
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	0.179635774	5.858131799	5.176152184
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	0.167680317	5.987593275	4.755398419
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	0.157078018	5.793401061	4.388009244
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	0.145973413	5.82576643	4.009317623
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	0.135344936	5.405016632	3.653041263
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	0.126655165	4.854805358	3.366497199
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	0.11793629	4.757709251	3.083525101
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	0.110357716	4.79007462	2.841447193
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	0.101639653	4.142767239	2.567699695
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	0.094360797	4.336959453	2.343246204
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	0.087261001	4.272228715	2.128134717
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	0.081168856	3.592555965	1.946739525
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	0.074822134	3.657286703	1.761085742
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	0.069847473	3.624921334	1.618076198
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	0.064147692	3.657286703	1.45709987
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	0.059632599	3.819113549	1.331894871
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	0.054784947	3.301267644	1.199890068
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	0.042097807	2.03901825	0.867586687
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	0.038103094	2.815787108	0.767381845
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	0.035172058	2.362671941	0.695374762
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	0.031859076	2.330306572	0.615643793
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	0.02791714	2.168479727	0.523258843
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	0.025488755	2.168479727	0.46780473
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	0.022621089	2.265575834	0.403883026
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	0.019820812	2.200845096	0.343246382
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	0.017830836	2.136114358	0.301329632
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	0.014851455	2.265575834	0.24060082
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	0.013060489	2.233210465	0.205397669
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	0.010664327	2.265575834	0.160042572
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	0.007907324	1.682999191	0.110744913
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	0.008260163	1.844826036	0.116859082
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	0.004773546	1.812460667	0.059498067
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	0.004386994	1.521172346	0.053623739
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	0.003149349	1.877191405	0.035658182
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	0.001752367	1.747729929	0.017328134
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	0.001003787	1.682999191	0.008727102
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	0.000327762	1.585903084	0.0022004
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	0	0	0
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	3.870740591	253.6997149	226.6856133
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	3.745447132	250.1995565	217.6869936
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	3.745577512	246.5346848	217.6963218
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	3.747165176	243.1580615	217.8099197
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	3.74888584	241.6344631	217.9330463
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	3.340981072	232.616408	189.1203987
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	3.225123152	230.145708	181.0797812
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	3.259314862	228.4573963	183.4458783
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	3.299257669	227.5102946	186.2172236
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	3.217539537	225.9455179	180.5557708
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	3.224337049	224.3807412	181.02545
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	3.293253589	223.1865695	185.800146
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	3.356969142	220.8805828	190.2350991
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	3.468019005	218.0804561	198.0111975
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	3.307502605	216.3097878	186.7902495
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	3.249791665	216.3509661	182.7862857
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	3.216260954	217.4627811	180.4674517
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	3.311227593	217.3804245	187.0492457
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	3.206764318	216.7215711	179.8117184
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	3.342761734	215.1979728	189.244487
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	3.32480719	213.4684827	187.9939965
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	3.351893022	210.9977827	189.881055
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	3.189099739	208.1564777	178.5931904
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	3.100002062	206.3858093	172.4709926
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	3.105253765	204.6974976	172.8307397
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	3.009841083	202.8444726	166.3169805
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	2.988569165	200.9502692	164.8711998
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	2.983645316	199.1796009	164.5368804
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	3.004111532	197.0383275	165.9273292
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	3.033705445	195.4323725	167.941772
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	3.035497765	192.6734241	168.0639206
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	2.970405601	190.6145074	163.6385629
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	2.886277293	188.4320557	157.952173
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	2.905570514	187.1555274	159.2528964
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	2.975183547	186.2907824	163.9626411
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	2.94865114	185.4260374	162.1645269
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	2.992815623	184.1083307	165.1596279
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	3.005354028	182.7494457	166.0118134
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	2.957764723	179.3728223	162.7817392
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	2.978032328	175.8314856	164.1559252
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	2.922964625	169.6959138	160.4272961
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	2.859088545	167.4311055	156.122553
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	2.834004571	163.7662338	154.4381301
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	2.829240818	161.0484637	154.1186257
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	2.948460858	161.3367121	162.1516449
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	2.790744437	159.4425087	151.5412501
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	2.720415295	158.0836237	146.8538725
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	2.689442666	157.0953437	144.7983929
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	2.657174518	156.1894203	142.6627461
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	2.679918849	155.4893887	144.1674461
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	2.667265741	154.418752	143.3299869
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	2.673613621	151.6598036	143.7500136
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	2.6514987	152.3598353	142.2877128
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	2.651707422	151.1656636	142.301501
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	2.662771908	152.2363003	143.0327784
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	2.681104838	150.8774153	144.2459889
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	2.666359673	150.0950269	143.270053
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	2.635796542	148.0361102	141.2511496
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	2.633924718	147.3772569	141.1276779
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	2.641595991	146.1830852	141.6338291
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	2.631904333	145.2771619	140.9944293
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	2.609744529	144.9065569	139.5344983
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	2.609270982	145.5242319	139.5033312
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	2.678507441	144.6183085	144.0739852
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	2.800131014	143.5476718	152.1689393
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	2.678410513	142.6005702	144.0675673
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	2.578679962	141.6946468	137.4927244
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	2.536975194	140.0886918	134.7605361
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	2.538246827	138.5239151	134.8436917
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	2.532202286	137.4121001	134.4485083
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	2.50952607	136.1355717	132.9679151
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	2.476477369	135.6826101	130.8156079
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	2.466384136	134.9002217	130.1596004
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	2.464870587	116.6582198	130.0612809
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	2.520553068	155.6129237	133.6875142
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	2.417438327	152.2363003	126.9872048
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	2.872848077	150.1773836	157.0479771
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	2.69826826	147.9537536	145.3835437
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	2.632579879	156.5600253	141.0389804
Paudel et al. 2013	TD	Prunus	Prunus persica	stem segment	Diffuse-porous	4	2.644486803	145.1124485	141.8246533
