Study	Method	Genus	Species	Calibration material	Wood porosity	Diameter	k	SFD	Granier
Paudel et al. 2013	TD	Malus	Malus domestica	stem segment	Diffuse-porous	4.01	0.7635781	41.76954228	30.73562693
Paudel et al. 2013	TD	Malus	Malus domestica	stem segment	Diffuse-porous	4.01	0.769100354	42.85188367	31.00948467
Paudel et al. 2013	TD	Malus	Malus domestica	stem segment	Diffuse-porous	4.01	0.769947303	41.52656768	31.05152655
Paudel et al. 2013	TD	Malus	Malus domestica	stem segment	Diffuse-porous	4.01	0.779646098	41.34985888	31.53372651
Paudel et al. 2013	TD	Malus	Malus domestica	stem segment	Diffuse-porous	4.01	0.779736374	41.26150448	31.53822132
Paudel et al. 2013	TD	Malus	Malus domestica	stem segment	Diffuse-porous	4.01	0.81616124	41.26150448	33.36150821
Paudel et al. 2013	TD	Malus	Malus domestica	stem segment	Diffuse-porous	4.01	0.850580277	41.19523868	35.10176922
Paudel et al. 2013	TD	Malus	Malus domestica	stem segment	Diffuse-porous	4.01	0.850125509	40.86390968	35.07866802
Paudel et al. 2013	TD	Malus	Malus domestica	stem segment	Diffuse-porous	4.01	0.834754089	40.66511228	34.29952008
Paudel et al. 2013	TD	Malus	Malus domestica	stem segment	Diffuse-porous	4.01	0.816012708	40.59884648	33.35403449
Paudel et al. 2013	TD	Malus	Malus domestica	stem segment	Diffuse-porous	4.01	0.805676494	40.64302368	32.83471684
Paudel et al. 2013	TD	Malus	Malus domestica	stem segment	Diffuse-porous	4.01	0.801737355	40.44422629	32.6372081
Paudel et al. 2013	TD	Malus	Malus domestica	stem segment	Diffuse-porous	4.01	0.788732909	40.22334029	31.98675949
Paudel et al. 2013	TD	Malus	Malus domestica	stem segment	Diffuse-porous	4.01	0.77845532	40.11289729	31.47444899
Paudel et al. 2013	TD	Malus	Malus domestica	stem segment	Diffuse-porous	4.01	0.766353583	39.84783409	30.87321078
Paudel et al. 2013	TD	Malus	Malus domestica	stem segment	Diffuse-porous	4.01	0.759120679	39.71530249	30.51490935
Paudel et al. 2013	TD	Malus	Malus domestica	stem segment	Diffuse-porous	4.01	0.749974559	39.60485949	30.06296021
Paudel et al. 2013	TD	Malus	Malus domestica	stem segment	Diffuse-porous	4.01	0.741361168	39.42815069	29.63849782
Paudel et al. 2013	TD	Malus	Malus domestica	stem segment	Diffuse-porous	4.01	0.735533948	39.2072647	29.3519807
Paudel et al. 2013	TD	Malus	Malus domestica	stem segment	Diffuse-porous	4.01	0.730811387	38.8980243	29.12016243
Paudel et al. 2013	TD	Malus	Malus domestica	stem segment	Diffuse-porous	4.01	0.725126569	29.68707817	28.84156833
Paudel et al. 2013	TD	Malus	Malus domestica	stem segment	Diffuse-porous	4.01	0.651858692	43.27156706	25.29719521
Paudel et al. 2013	TD	Malus	Malus domestica	stem segment	Diffuse-porous	4.01	0.734740205	27.34568659	29.31299379
Paudel et al. 2013	TD	Malus	Malus domestica	stem segment	Diffuse-porous	4.01	0.715513252	24.06430237	28.37160003
Paudel et al. 2013	TD	Malus	Malus domestica	stem segment	Diffuse-porous	4.01	0.393387016	14.41771997	13.58541497
Paudel et al. 2013	TD	Malus	Malus domestica	stem segment	Diffuse-porous	4.01	0.242915564	8.835439931	7.504901353
Paudel et al. 2013	TD	Malus	Malus domestica	stem segment	Diffuse-porous	4.01	0.164108281	6.626579948	4.631003441
Paudel et al. 2013	TD	Malus	Malus domestica	stem segment	Diffuse-porous	4.01	0.121861496	6.708798626	3.210340748
Paudel et al. 2013	TD	Malus	Malus domestica	stem segment	Diffuse-porous	4.01	0.09322315	2.657994845	2.308517785
Paudel et al. 2013	TD	Malus	Malus domestica	stem segment	Diffuse-porous	4.01	0.056441636	1.265799485	1.244711107
Paudel et al. 2013	TD	Malus	Malus domestica	stem segment	Diffuse-porous	4.01	0.035887096	0.662657995	0.712817789
Paudel et al. 2013	TD	Malus	Malus domestica	stem segment	Diffuse-porous	4.01	0.028834072	0.698797398	0.544494791
Paudel et al. 2013	TD	Malus	Malus domestica	stem segment	Diffuse-porous	4.01	0.017543694	0.374220374	0.295367336
Paudel et al. 2013	TD	Malus	Malus domestica	stem segment	Diffuse-porous	4.01	0.013528892	0.341771997	0.214502955
Paudel et al. 2013	TD	Malus	Malus domestica	stem segment	Diffuse-porous	4.01	0.01032021	0.188354399	0.153709265
Paudel et al. 2013	TD	Malus	Malus domestica	stem segment	Diffuse-porous	4.01	0.007403159	0.096265799	0.102117896
Paudel et al. 2013	TD	Malus	Malus domestica	stem segment	Diffuse-porous	4.01	0.005244974	0.076708799	0.066811846
Paudel et al. 2013	TD	Malus	Malus domestica	stem segment	Diffuse-porous	4.01	0.003372956	0.066265799	0.038799906
Paudel et al. 2013	TD	Malus	Malus domestica	stem segment	Diffuse-porous	4.01	0.001138923	0.01767088	0.010195161
Paudel et al. 2013	TD	Malus	Malus domestica	stem segment	Diffuse-porous	4.01	0.000136739	0.01767088	0.000750124
Paudel et al. 2013	TD	Malus	Malus domestica	stem segment	Diffuse-porous	4.01	1.350500787	46.0056552	62.01383825
Paudel et al. 2013	TD	Malus	Malus domestica	stem segment	Diffuse-porous	4.01	1.281101575	55.24441012	58.11454351
Paudel et al. 2013	TD	Malus	Malus domestica	stem segment	Diffuse-porous	4.01	1.215436715	55.45343173	54.46970036
Paudel et al. 2013	TD	Malus	Malus domestica	stem segment	Diffuse-porous	4.01	1.213377839	55.16080148	54.35614024
Paudel et al. 2013	TD	Malus	Malus domestica	stem segment	Diffuse-porous	4.01	1.219817115	55.01448636	54.71145513
Paudel et al. 2013	TD	Malus	Malus domestica	stem segment	Diffuse-porous	4.01	1.205220187	55.43252957	53.90663182
Paudel et al. 2013	TD	Malus	Malus domestica	stem segment	Diffuse-porous	4.01	1.197724841	54.07388914	53.49423722
Paudel et al. 2013	TD	Malus	Malus domestica	stem segment	Diffuse-porous	4.01	1.196260952	50.95946723	53.41376334
Paudel et al. 2013	TD	Malus	Malus domestica	stem segment	Diffuse-porous	4.01	1.18131052	53.82306321	52.59320464
Paudel et al. 2013	TD	Malus	Malus domestica	stem segment	Diffuse-porous	4.01	1.164993136	53.27960704	51.70035512
Paudel et al. 2013	TD	Malus	Malus domestica	stem segment	Diffuse-porous	4.01	1.162714734	52.94517247	51.57591505
Paudel et al. 2013	TD	Malus	Malus domestica	stem segment	Diffuse-porous	4.01	1.156531417	52.81975951	51.23848312
Paudel et al. 2013	TD	Malus	Malus domestica	stem segment	Diffuse-porous	4.01	1.142687972	52.2972055	50.48454036
Paudel et al. 2013	TD	Malus	Malus domestica	stem segment	Diffuse-porous	4.01	1.140986651	51.73284716	50.39202789
Paudel et al. 2013	TD	Malus	Malus domestica	stem segment	Diffuse-porous	4.01	1.139666988	51.54472772	50.32029069
Paudel et al. 2013	TD	Malus	Malus domestica	stem segment	Diffuse-porous	4.01	1.124378868	51.25209747	49.490628
Paudel et al. 2013	TD	Malus	Malus domestica	stem segment	Diffuse-porous	4.01	1.126978361	50.68773914	49.63151562
Paudel et al. 2013	TD	Malus	Malus domestica	stem segment	Diffuse-porous	4.01	1.138383717	50.45781538	50.25055019
Paudel et al. 2013	TD	Malus	Malus domestica	stem segment	Diffuse-porous	4.01	1.154436772	50.43691322	51.12426991
Paudel et al. 2013	TD	Malus	Malus domestica	stem segment	Diffuse-porous	4.01	1.164043218	50.62503266	51.64846639
Paudel et al. 2013	TD	Malus	Malus domestica	stem segment	Diffuse-porous	4.01	1.114167489	49.66353328	48.93791986
Paudel et al. 2013	TD	Malus	Malus domestica	stem segment	Diffuse-porous	4.01	1.057860281	49.9143592	45.91141874
Paudel et al. 2013	TD	Malus	Malus domestica	stem segment	Diffuse-porous	4.01	1.028915981	50.06067433	44.36996995
Paudel et al. 2013	TD	Malus	Malus domestica	stem segment	Diffuse-porous	4.01	1.018215847	49.97706569	43.80264338
Paudel et al. 2013	TD	Malus	Malus domestica	stem segment	Diffuse-porous	4.01	1.016606816	49.78894624	43.71745042
Paudel et al. 2013	TD	Malus	Malus domestica	stem segment	Diffuse-porous	4.01	1.019360003	49.16188143	43.86324165
Paudel et al. 2013	TD	Malus	Malus domestica	stem segment	Diffuse-porous	4.01	1.027470396	49.76804408	44.29324436
Paudel et al. 2013	TD	Malus	Malus domestica	stem segment	Diffuse-porous	4.01	1.028307611	49.16188143	44.33767719
Paudel et al. 2013	TD	Malus	Malus domestica	stem segment	Diffuse-porous	4.01	1.025714841	49.03646846	44.20010031
Paudel et al. 2013	TD	Malus	Malus domestica	stem segment	Diffuse-porous	4.01	1.003135789	48.89015334	43.00542896
Paudel et al. 2013	TD	Malus	Malus domestica	stem segment	Diffuse-porous	4.01	0.975658964	48.0122626	41.55998177
Paudel et al. 2013	TD	Malus	Malus domestica	stem segment	Diffuse-porous	4.01	0.974862459	47.76143668	41.51821962
Paudel et al. 2013	TD	Malus	Malus domestica	stem segment	Diffuse-porous	4.01	0.977136842	47.51061075	41.63749038
Paudel et al. 2013	TD	Malus	Malus domestica	stem segment	Diffuse-porous	4.01	0.972694501	46.63272001	41.4045897
Paudel et al. 2013	TD	Malus	Malus domestica	stem segment	Diffuse-porous	4.01	0.971562012	46.38189408	41.34525544
Paudel et al. 2013	TD	Malus	Malus domestica	stem segment	Diffuse-porous	4.01	0.967463603	44.73062341	41.1306619
Paudel et al. 2013	TD	Malus	Malus domestica	stem segment	Diffuse-porous	4.01	0.96232945	44.24987372	40.86213283
Paudel et al. 2013	TD	Malus	Malus domestica	stem segment	Diffuse-porous	4.01	0.948033801	43.97814563	40.11618143
Paudel et al. 2013	TD	Malus	Malus domestica	stem segment	Diffuse-porous	4.01	0.945267658	43.30927649	39.97214184
Paudel et al. 2013	TD	Malus	Malus domestica	stem segment	Diffuse-porous	4.01	0.94316418	42.93303761	39.86267389
Paudel et al. 2013	TD	Malus	Malus domestica	stem segment	Diffuse-porous	4.01	0.941868791	42.5149944	39.79528806
Paudel et al. 2013	TD	Malus	Malus domestica	stem segment	Diffuse-porous	4.01	0.836212513	42.05514687	34.37330352
Paudel et al. 2013	TD	Malus	Malus domestica	stem segment	Diffuse-porous	4.01	0.826274798	41.76251662	33.87113346
Paudel et al. 2013	TD	Malus	Malus domestica	stem segment	Diffuse-porous	4.01	0.838297543	41.46988637	34.47883936
Paudel et al. 2013	TD	Malus	Malus domestica	stem segment	Diffuse-porous	4.01	0.837646187	41.11454965	34.44586384
Paudel et al. 2013	TD	Malus	Malus domestica	stem segment	Diffuse-porous	4.01	0.764407642	41.01003884	30.77673618
Paudel et al. 2013	TD	Malus	Malus domestica	stem segment	Diffuse-porous	4.01	0.747084154	41.05184316	29.92039671
Paudel et al. 2013	TD	Malus	Malus domestica	stem segment	Diffuse-porous	4.01	0.717488623	40.40387619	28.46805199
Paudel et al. 2013	TD	Malus	Malus domestica	stem segment	Diffuse-porous	4.01	0.717928069	40.38297403	28.48951732
Paudel et al. 2013	TD	Malus	Malus domestica	stem segment	Diffuse-porous	4.01	0.719504116	40.34116971	28.56652631
Paudel et al. 2013	TD	Malus	Malus domestica	stem segment	Diffuse-porous	4.01	0.721973377	39.8186157	28.68725795
Paudel et al. 2013	TD	Malus	Malus domestica	stem segment	Diffuse-porous	4.01	0.725662093	39.48418113	28.86779112
Paudel et al. 2013	TD	Malus	Malus domestica	stem segment	Diffuse-porous	4.01	0.732956093	38.85711631	29.22539773
Paudel et al. 2013	TD	Malus	Malus domestica	stem segment	Diffuse-porous	4.01	0.731495401	38.52268175	29.15371754
Paudel et al. 2013	TD	Malus	Malus domestica	stem segment	Diffuse-porous	4.01	0.730631467	38.48087743	29.11133748
Paudel et al. 2013	TD	Malus	Malus domestica	stem segment	Diffuse-porous	4.01	0.727128068	38.04193206	28.93959784
Paudel et al. 2013	TD	Malus	Malus domestica	stem segment	Diffuse-porous	4.01	0.723847135	37.83291045	28.77893687
Paudel et al. 2013	TD	Malus	Malus domestica	stem segment	Diffuse-porous	4.01	0.722217186	37.37306292	28.69918389
Paudel et al. 2013	TD	Malus	Malus domestica	stem segment	Diffuse-porous	4.01	0.720177833	37.122237	28.59945742
Paudel et al. 2013	TD	Malus	Malus domestica	stem segment	Diffuse-porous	4.01	0.718337813	36.76690027	28.5095345
Paudel et al. 2013	TD	Malus	Malus domestica	stem segment	Diffuse-porous	4.01	0.715398313	36.62058514	28.36598973
Paudel et al. 2013	TD	Malus	Malus domestica	stem segment	Diffuse-porous	4.01	0.711904299	36.34885706	28.19554353
Paudel et al. 2013	TD	Malus	Malus domestica	stem segment	Diffuse-porous	4.01	0.710358625	36.20254193	28.12020348
Paudel et al. 2013	TD	Malus	Malus domestica	stem segment	Diffuse-porous	4.01	0.708770524	35.72179224	28.0428349
Paudel et al. 2013	TD	Malus	Malus domestica	stem segment	Diffuse-porous	4.01	0.707469333	35.49186848	27.9794737
Paudel et al. 2013	TD	Malus	Malus domestica	stem segment	Diffuse-porous	4.01	0.706316021	35.47096632	27.92333595
Paudel et al. 2013	TD	Malus	Malus domestica	stem segment	Diffuse-porous	4.01	0.705647388	35.15743391	27.89079977
Paudel et al. 2013	TD	Malus	Malus domestica	stem segment	Diffuse-porous	4.01	0.709686819	34.8439015	28.08746977
Paudel et al. 2013	TD	Malus	Malus domestica	stem segment	Diffuse-porous	4.01	0.710912273	34.76029286	28.14718535
Paudel et al. 2013	TD	Malus	Malus domestica	stem segment	Diffuse-porous	4.01	0.710148629	34.6348799	28.10997066
Paudel et al. 2013	TD	Malus	Malus domestica	stem segment	Diffuse-porous	4.01	0.708514072	34.57217342	28.0303449
Paudel et al. 2013	TD	Malus	Malus domestica	stem segment	Diffuse-porous	4.01	0.708107359	34.46766262	28.01053886
Paudel et al. 2013	TD	Malus	Malus domestica	stem segment	Diffuse-porous	4.01	0.70613734	34.25864101	27.91464049
Paudel et al. 2013	TD	Malus	Malus domestica	stem segment	Diffuse-porous	4.01	0.705183095	33.96601076	27.86821111
Paudel et al. 2013	TD	Malus	Malus domestica	stem segment	Diffuse-porous	4.01	0.702371633	33.79879348	27.73150206
Paudel et al. 2013	TD	Malus	Malus domestica	stem segment	Diffuse-porous	4.01	0.700252837	33.77789132	27.62855781
Paudel et al. 2013	TD	Malus	Malus domestica	stem segment	Diffuse-porous	4.01	0.699587322	33.46435891	27.59623779
Paudel et al. 2013	TD	Malus	Malus domestica	stem segment	Diffuse-porous	4.01	0.696999381	33.46435891	27.47062478
Paudel et al. 2013	TD	Malus	Malus domestica	stem segment	Diffuse-porous	4.01	0.698620895	33.31804379	27.54931695
Paudel et al. 2013	TD	Malus	Malus domestica	stem segment	Diffuse-porous	4.01	0.698571343	32.9418049	27.54691158
Paudel et al. 2013	TD	Malus	Malus domestica	stem segment	Diffuse-porous	4.01	0.700212956	32.90000058	27.62662085
Paudel et al. 2013	TD	Malus	Malus domestica	stem segment	Diffuse-porous	4.01	0.699543406	32.58646817	27.59410534
Paudel et al. 2013	TD	Malus	Malus domestica	stem segment	Diffuse-porous	4.01	0.699388907	32.46105521	27.58660338
Paudel et al. 2013	TD	Malus	Malus domestica	stem segment	Diffuse-porous	4.01	0.698946707	32.41925089	27.56513374
Paudel et al. 2013	TD	Malus	Malus domestica	stem segment	Diffuse-porous	4.01	0.698015914	32.7327833	27.51995225
Paudel et al. 2013	TD	Malus	Malus domestica	stem segment	Diffuse-porous	4.01	0.699804493	32.52376169	27.60678367
Paudel et al. 2013	TD	Malus	Malus domestica	stem segment	Diffuse-porous	4.01	0.699784969	32.50285953	27.60583559
Paudel et al. 2013	TD	Malus	Malus domestica	stem segment	Diffuse-porous	4.01	0.70713778	32.41925089	27.96333314
Paudel et al. 2013	TD	Malus	Malus domestica	stem segment	Diffuse-porous	4.01	0.709701633	32.02210984	28.08819149
Paudel et al. 2013	TD	Malus	Malus domestica	stem segment	Diffuse-porous	4.01	0.707556346	31.9385012	27.98370992
Paudel et al. 2013	TD	Malus	Malus domestica	stem segment	Diffuse-porous	4.01	0.705019383	31.66677311	27.86024709
Paudel et al. 2013	TD	Malus	Malus domestica	stem segment	Diffuse-porous	4.01	0.708840404	31.91759904	28.04623846
Paudel et al. 2013	TD	Malus	Malus domestica	stem segment	Diffuse-porous	4.01	0.71051595	31.66677311	28.12787016
Paudel et al. 2013	TD	Malus	Malus domestica	stem segment	Diffuse-porous	4.01	0.708911935	31.54136015	28.04972247
Paudel et al. 2013	TD	Malus	Malus domestica	stem segment	Diffuse-porous	4.01	0.70962263	31.54136015	28.08434254
Paudel et al. 2013	TD	Malus	Malus domestica	stem segment	Diffuse-porous	4.01	0.70865544	31.31143638	28.03722982
Paudel et al. 2013	TD	Malus	Malus domestica	stem segment	Diffuse-porous	4.01	0.706767809	31.45775151	27.94532431
Paudel et al. 2013	TD	Malus	Malus domestica	stem segment	Diffuse-porous	4.01	0.707460304	31.0397083	27.97903412
Paudel et al. 2013	TD	Malus	Malus domestica	stem segment	Diffuse-porous	4.01	0.705996388	31.06061046	27.9077815
Paudel et al. 2013	TD	Malus	Malus domestica	stem segment	Diffuse-porous	4.01	0.706405375	30.78888237	27.92768455
Paudel et al. 2013	TD	Malus	Malus domestica	stem segment	Diffuse-porous	4.01	0.711195003	30.64256725	28.16096596
Paudel et al. 2013	TD	Malus	Malus domestica	stem segment	Diffuse-porous	4.01	0.709983139	30.66346941	28.10190706
Paudel et al. 2013	TD	Malus	Malus domestica	stem segment	Diffuse-porous	4.01	0.710706261	30.49625213	28.13714484
Paudel et al. 2013	TD	Malus	Malus domestica	stem segment	Diffuse-porous	4.01	0.709428446	30.47534997	28.07488247
Paudel et al. 2013	TD	Malus	Malus domestica	stem segment	Diffuse-porous	4.01	0.706451286	30.1409154	27.92991893
Paudel et al. 2013	TD	Malus	Malus domestica	stem segment	Diffuse-porous	4.01	0.705671141	29.86918731	27.89195552
Paudel et al. 2013	TD	Malus	Malus domestica	stem segment	Diffuse-porous	4.01	0.703837502	29.82738299	27.8027651
Paudel et al. 2013	TD	Malus	Malus domestica	stem segment	Diffuse-porous	4.01	0.699570243	29.95279595	27.59540849
Paudel et al. 2013	TD	Malus	Malus domestica	stem segment	Diffuse-porous	4.01	0.69750141	29.63926355	27.4949838
Paudel et al. 2013	TD	Malus	Malus domestica	stem segment	Diffuse-porous	4.01	0.694291606	29.57655707	27.3393106
Paudel et al. 2013	TD	Malus	Malus domestica	stem segment	Diffuse-porous	4.01	0.693506393	29.49294842	27.30125362
Paudel et al. 2013	TD	Malus	Malus domestica	stem segment	Diffuse-porous	4.01	0.698790692	29.51385058	27.55755964
Paudel et al. 2013	TD	Malus	Malus domestica	stem segment	Diffuse-porous	4.01	0.698621707	29.20031818	27.54935638
Paudel et al. 2013	TD	Malus	Malus domestica	stem segment	Diffuse-porous	4.01	0.697477073	29.17941602	27.4938028
Paudel et al. 2013	TD	Malus	Malus domestica	stem segment	Diffuse-porous	4.01	0.695556586	28.86588361	27.4006414
Paudel et al. 2013	TD	Malus	Malus domestica	stem segment	Diffuse-porous	4.01	0.69316975	28.86588361	27.28494057
Paudel et al. 2013	TD	Malus	Malus domestica	stem segment	Diffuse-porous	4.01	0.691840634	28.88678577	27.22055208
Paudel et al. 2013	TD	Malus	Malus domestica	stem segment	Diffuse-porous	4.01	0.692425091	28.61505768	27.24886234
Paudel et al. 2013	TD	Malus	Malus domestica	stem segment	Diffuse-porous	4.01	0.689616141	28.42693824	27.1128514
Paudel et al. 2013	TD	Malus	Malus domestica	stem segment	Diffuse-porous	4.01	0.689625786	28.4478404	27.1133182
Paudel et al. 2013	TD	Malus	Malus domestica	stem segment	Diffuse-porous	4.01	0.689754398	28.32242744	27.11954286
Paudel et al. 2013	TD	Malus	Malus domestica	stem segment	Diffuse-porous	4.01	0.688416191	28.53144904	27.0547881
Paudel et al. 2013	TD	Malus	Malus domestica	stem segment	Diffuse-porous	4.01	0.688126499	28.30152528	27.04077396
Paudel et al. 2013	TD	Malus	Malus domestica	stem segment	Diffuse-porous	4.01	0.686198291	28.3433296	26.94752971
Paudel et al. 2013	TD	Malus	Malus domestica	stem segment	Diffuse-porous	4.01	0.68281099	28.19701447	26.78387322
Paudel et al. 2013	TD	Malus	Malus domestica	stem segment	Diffuse-porous	4.01	0.681947972	28.09250367	26.74220669
Paudel et al. 2013	TD	Malus	Malus domestica	stem segment	Diffuse-porous	4.01	0.686882997	27.88348207	26.98063379
Paudel et al. 2013	TD	Malus	Malus domestica	stem segment	Diffuse-porous	4.01	0.686758027	27.88348207	26.97459117
Paudel et al. 2013	TD	Malus	Malus domestica	stem segment	Diffuse-porous	4.01	0.683832934	27.92528639	26.83322845
Paudel et al. 2013	TD	Malus	Malus domestica	stem segment	Diffuse-porous	4.01	0.68229371	27.36092806	26.75889749
Paudel et al. 2013	TD	Malus	Malus domestica	stem segment	Diffuse-porous	4.01	0.681260105	27.61175398	26.70900517
